"di_id","year","budget-type","l1","l2","l3","l4","l5","l6","value","value-ncu"
"BO",2014,"actual","total-expenditure","capital-expenditure",,,,,4755106995.82274,3.42e+10
"BO",2014,"actual","financing","net-external-finance","disbursements",,,,729116406.026154,5.244e+09
"BO",2014,"actual","total-revenue-and-grants","revenue",,,,,12553482468.972,9.0288e+10
"BO",2014,"actual","financing","net-external-finance","other-external",,,,-31700713.305485,-2.28e+08
"BO",2014,"actual","financing","net-external-finance","amortizations",,,,-285306419.749365,-2.052e+09
"BO",2014,"actual","total-revenue-and-grants","revenue","other-revenue","nontax-revenue",,,1204627105.60843,8.664e+09
"BO",2014,"actual","total-revenue-and-grants","revenue","other-revenue",,,,1870342085.02361,1.3452e+10
"BO",2014,"actual","total-expenditure","recurrent-expenditure","compensation-of-employees",,,,3296874183.77044,2.3712e+10
"BO",2014,"actual","total-revenue-and-grants","grants",,,,,95102139.9164549,6.84e+08
"BO",2014,"actual","total-expenditure",,,,,,13726408861.275,9.8724e+10
"BO",2014,"actual","total-revenue-and-grants","revenue","tax-revenue","indirect-taxes",,,5294019122.01599,3.8076e+10
"BO",2014,"actual","total-expenditure","recurrent-expenditure","other-expense",,,,824218545.942609,5.928e+09
"BO",2014,"actual","total-revenue-and-grants","revenue","other-revenue","central-bank-operating-balance",,,63401426.6109699,4.56e+08
"BO",2015,"actual","total-revenue-and-grants","revenue","tax-revenue","other-hydrocarbon-tax",,,,
"BO",2015,"actual","financing",,,,,,2253258625.45857,1.5732e+10
"BO",2015,"actual","total-expenditure","recurrent-expenditure","interest","foreign",,,163279610.540476,1.14e+09
"BO",2015,"actual","total-expenditure","recurrent-expenditure","other-expense","other",,,,
"BO",2015,"actual","total-expenditure","recurrent-expenditure",,,,,9502873333.45569,6.6348e+10
"BO",2015,"actual","total-expenditure","recurrent-expenditure","other-expense","nationalization-cost",,,,
"BO",2015,"actual","financing","net-domestic-finance","other-domestic",,,,-228591454.756666,-1.596e+09
"BO",2015,"actual","total-revenue-and-grants","revenue","tax-revenue",,,,10221303619.8338,7.1364e+10
"BO",2015,"actual","financing","net-external-finance","other-external",,,,-32655922.1080952,-2.28e+08
"BO",2015,"actual","financing","net-external-finance",,,,,555150675.837618,3.876e+09
"BO",2015,"actual","financing","net-domestic-finance",,,,,1698107949.62095,1.1856e+10
"BO",2015,"actual","total-revenue-and-grants","revenue","other-revenue","nontax-revenue-with-grants-and-balance",,,,
"BO",2015,"actual","total-expenditure","recurrent-expenditure","purchases-of-goods-and-services",,,,1240925040.10762,8.664e+09
"BO",2015,"actual","total-expenditure","capital-expenditure",,,,,5061667926.75475,3.534e+10
"BO",2015,"actual","financing","net-external-finance","disbursements",,,,1012333585.35095,7.068e+09
"BO",2015,"actual","total-revenue-and-grants","revenue",,,,,12213314868.4276,8.5272e+10
"BO",2015,"actual","total-expenditure","recurrent-expenditure","compensation-of-employees",,,,4114646185.61999,2.8728e+10
"BO",2015,"actual","total-revenue-and-grants","grants",,,,,130623688.432381,9.12e+08
"BO",2015,"actual","total-revenue-and-grants",,,,,,12343938556.86,8.6184e+10
"BO",2015,"actual","total-expenditure","recurrent-expenditure","interest","domestic",,,163279610.540476,1.14e+09
"BO",2015,"actual","total-expenditure","recurrent-expenditure","interest",,,,326559221.080952,2.28e+09
"BO",2015,"actual","total-revenue-and-grants","revenue","tax-revenue","direct-taxes",,,1992011248.5938,1.3908e+10
"BO",2015,"actual","total-revenue-and-grants","revenue","other-revenue","nontax-revenue",,,1469516494.86428,1.026e+10
"BO",2015,"actual","total-revenue-and-grants","revenue","other-revenue",,,,1992011248.5938,1.3908e+10
"BO",2015,"actual","total-revenue-and-grants","revenue","other-revenue","central-bank-operating-balance",,,32655922.1080952,2.28e+08
"BO",2015,"actual","total-expenditure","recurrent-expenditure","other-expense",,,,685774364.269998,4.788e+09
"BO",2015,"actual","total-expenditure","recurrent-expenditure","subsidies",,,,424526987.405237,2.964e+09
"BO",2015,"actual","total-revenue-and-grants","revenue","other-revenue","public-enterprises-operating-balance",,,489838831.621427,3.42e+09
"BO",2015,"actual","total-expenditure",,,,,,14564541260.2104,1.01688e+11
"BO",2015,"actual","total-revenue-and-grants","revenue","tax-revenue","instituto-para-el-desarrollo-humano-and-royalties",,,2481850080.21523,1.7328e+10
"BO",2015,"actual","total-revenue-and-grants","revenue","tax-revenue","indirect-taxes",,,5747442291.02475,4.0128e+10
"BO",2015,"actual","financing","net-external-finance","amortizations",,,,-424526987.405237,-2.964e+09
"BO",2015,"actual","total-expenditure","recurrent-expenditure","social-benefits",,,,2743097457.07999,1.9152e+10
"BO",2015,"actual","financing","net-domestic-finance","banking-system",,,,1926699404.37761,1.3452e+10
"BO",2016,"actual","total-expenditure","recurrent-expenditure","interest","foreign",,,170263542.264193,1.168e+09
"BO",2016,"actual","financing","net-external-finance","other-external",,,,-68105416.9056773,-467200000
"BO",2016,"actual","total-expenditure","recurrent-expenditure","other-expense","nationalization-cost",,,,
"BO",2016,"actual","total-revenue-and-grants","revenue","tax-revenue","other-hydrocarbon-tax",,,,
"BO",2016,"actual","total-expenditure","recurrent-expenditure","other-expense","other",,,,
"BO",2016,"actual","financing","net-domestic-finance","other-domestic",,,,238368959.169871,1635200000
"BO",2016,"actual","financing","net-external-finance",,,,,647001460.603935,4438400000
"BO",2016,"actual","total-revenue-and-grants","grants",,,,,68105416.9056773,467200000
"BO",2016,"actual","financing",,,,,,2213426049.43451,1.5184e+10
"BO",2016,"actual","total-expenditure","recurrent-expenditure","interest",,,,340527084.528387,2.336e+09
"BO",2016,"actual","total-expenditure","capital-expenditure",,,,,5039800851.02012,34572800000
"BO",2016,"actual","financing","net-external-finance","disbursements",,,,987528545.132321,6774400000
"BO",2016,"actual","financing","net-domestic-finance",,,,,1566424588.83058,10745600000
"BO",2016,"actual","total-revenue-and-grants","revenue","other-revenue","nontax-revenue-with-grants-and-balance",,,,
"BO",2016,"actual","total-expenditure","recurrent-expenditure","purchases-of-goods-and-services",,,,1191844795.84935,8.176e+09
"BO",2016,"actual","total-revenue-and-grants",,,,,,11305499206.3424,77555200000
"BO",2016,"actual","total-revenue-and-grants","revenue","other-revenue","central-bank-operating-balance",,,136210833.811355,934400000
"BO",2016,"actual","total-revenue-and-grants","revenue","tax-revenue","instituto-para-el-desarrollo-humano-and-royalties",,,1396161046.56639,9577600000
"BO",2016,"actual","total-revenue-and-grants","revenue","tax-revenue",,,,8921809614.64373,61203200000
"BO",2016,"actual","total-revenue-and-grants","revenue","tax-revenue","direct-taxes",,,1736688131.09477,11913600000
"BO",2016,"actual","total-revenue-and-grants","revenue","other-revenue","public-enterprises-operating-balance",,,476737918.339741,3270400000
"BO",2016,"actual","total-revenue-and-grants","revenue",,,,,11237393789.4368,7.7088e+10
"BO",2016,"actual","total-revenue-and-grants","revenue","other-revenue",,,,2315584174.79303,15884800000
"BO",2016,"actual","total-expenditure","recurrent-expenditure","other-expense",,,,204316250.717032,1401600000
"BO",2016,"actual","financing","net-external-finance","amortizations",,,,-272421667.622709,-1868800000
"BO",2016,"actual","total-expenditure","recurrent-expenditure","interest","domestic",,,170263542.264193,1.168e+09
"BO",2016,"actual","financing","net-domestic-finance","banking-system",,,,1328055629.66071,9110400000
"BO",2016,"actual","total-revenue-and-grants","revenue","other-revenue","nontax-revenue",,,1702635422.64193,1.168e+10
"BO",2016,"actual","total-expenditure","recurrent-expenditure","social-benefits",,,,2758269384.67993,18921600000
"BO",2016,"actual","total-expenditure","recurrent-expenditure","compensation-of-employees",,,,3847956055.17077,26396800000
"BO",2016,"actual","total-expenditure","recurrent-expenditure",,,,,8513177113.20967,5.84e+10
"BO",2016,"actual","total-expenditure",,,,,,13552977964.2298,92972800000
"BO",2016,"actual","total-revenue-and-grants","revenue","tax-revenue","indirect-taxes",,,5788960436.98257,3.9712e+10
"BO",2016,"actual","total-expenditure","recurrent-expenditure","subsidies",,,,170263542.264193,1.168e+09
"BO",2017,"proj","total-expenditure","recurrent-expenditure","other-expense","other",,,,
"BO",2017,"proj","total-revenue-and-grants","revenue","tax-revenue","other-hydrocarbon-tax",,,,
"BO",2017,"proj","total-revenue-and-grants","revenue","tax-revenue",,,,9092045421.32785,65252300000
"BO",2017,"proj","total-expenditure","recurrent-expenditure","interest","foreign",,,176888043.216495,1269500000
"BO",2017,"proj","total-expenditure","recurrent-expenditure","other-expense","nationalization-cost",,,,
"BO",2017,"proj","financing","net-domestic-finance",,,,,849062607.439177,6093600000
"BO",2017,"proj","total-expenditure","capital-expenditure",,,,,4846732384.13197,34784300000
"BO",2017,"proj","financing","net-external-finance","other-external",,,,0,0
"BO",2017,"proj","total-revenue-and-grants","grants",,,,,70755217.2865981,507800000
"BO",2017,"proj","total-revenue-and-grants",,,,,,11214701939.9258,80486300000
"BO",2017,"proj","financing","net-external-finance","disbursements",,,,2122656518.59794,1.5234e+10
"BO",2017,"proj","total-expenditure","recurrent-expenditure","purchases-of-goods-and-services",,,,1202838693.87217,8632600000
"BO",2017,"proj","total-revenue-and-grants","revenue","other-revenue","public-enterprises-operating-balance",,,318398477.789691,2285100000
"BO",2017,"proj","total-revenue-and-grants","revenue","other-revenue","central-bank-operating-balance",,,70755217.2865981,507800000
"BO",2017,"proj","total-expenditure","recurrent-expenditure","interest","domestic",,,176888043.216495,1269500000
"BO",2017,"proj","total-revenue-and-grants","revenue",,,,,11143946722.6392,79978500000
"BO",2017,"proj","financing",,,,,,2582565430.96083,18534700000
"BO",2017,"proj","total-expenditure","recurrent-expenditure",,,,,8950534986.75465,64236700000
"BO",2017,"proj","total-expenditure","recurrent-expenditure","social-benefits",,,,2830208691.46392,2.0312e+10
"BO",2017,"proj","financing","net-domestic-finance","banking-system",,,,849062607.439177,6093600000
"BO",2017,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue-with-grants-and-balance",,,,
"BO",2017,"proj","financing","net-external-finance",,,,,1733502823.52165,12441100000
"BO",2017,"proj","total-expenditure","recurrent-expenditure","subsidies",,,,283020869.146392,2031200000
"BO",2017,"proj","total-expenditure","recurrent-expenditure","compensation-of-employees",,,,3926914559.40619,28182900000
"BO",2017,"proj","total-expenditure","recurrent-expenditure","other-expense",,,,353776086.43299,2.539e+09
"BO",2017,"proj","total-revenue-and-grants","revenue","tax-revenue","instituto-para-el-desarrollo-humano-and-royalties",,,1450481954.37526,10409900000
"BO",2017,"proj","financing","net-external-finance","amortizations",,,,-389153695.076289,-2792900000
"BO",2017,"proj","total-revenue-and-grants","revenue","tax-revenue","direct-taxes",,,1804258040.80825,12948900000
"BO",2017,"proj","total-revenue-and-grants","revenue","other-revenue",,,,2051901301.31134,14726200000
"BO",2017,"proj","total-expenditure","recurrent-expenditure","interest",,,,353776086.43299,2.539e+09
"BO",2017,"proj","total-expenditure",,,,,,13797267370.8866,9.9021e+10
"BO",2017,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue",,,1662747606.23505,11933300000
"BO",2017,"proj","total-revenue-and-grants","revenue","tax-revenue","indirect-taxes",,,5837305426.14434,41893500000
"BO",2017,"proj","financing","net-domestic-finance","other-domestic",,,,0,0
"BO",2018,"proj","total-revenue-and-grants","grants",,,,,76037554.467885,550400000
"BO",2018,"proj","total-expenditure","recurrent-expenditure","interest","foreign",,,228112663.403655,1651200000
"BO",2018,"proj","financing","net-external-finance","other-external",,,,0,0
"BO",2018,"proj","total-expenditure","recurrent-expenditure","interest","domestic",,,190093886.169713,1.376e+09
"BO",2018,"proj","total-expenditure","recurrent-expenditure","purchases-of-goods-and-services",,,,1254619648.7201,9081600000
"BO",2018,"proj","total-revenue-and-grants","revenue","tax-revenue","other-hydrocarbon-tax",,,,
"BO",2018,"proj","total-revenue-and-grants",,,,,,12051952383.1598,87238400000
"BO",2018,"proj","total-revenue-and-grants","revenue","other-revenue","central-bank-operating-balance",,,76037554.467885,550400000
"BO",2018,"proj","financing","net-domestic-finance",,,,,1520751089.3577,1.1008e+10
"BO",2018,"proj","total-expenditure","recurrent-expenditure","subsidies",,,,342168995.105483,2476800000
"BO",2018,"proj","total-expenditure","recurrent-expenditure","social-benefits",,,,3003483401.48146,21740800000
"BO",2018,"proj","total-revenue-and-grants","revenue","other-revenue","public-enterprises-operating-balance",,,342168995.105483,2476800000
"BO",2018,"proj","total-expenditure","recurrent-expenditure","interest",,,,418206549.573368,3027200000
"BO",2018,"proj","total-expenditure","recurrent-expenditure","other-expense","nationalization-cost",,,,
"BO",2018,"proj","total-expenditure","capital-expenditure",,,,,4980459817.64647,36051200000
"BO",2018,"proj","financing",,,,,,2509239297.44021,18163200000
"BO",2018,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue",,,1824901307.22924,13209600000
"BO",2018,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue-with-grants-and-balance",,,,
"BO",2018,"proj","total-revenue-and-grants","revenue",,,,,11975914828.6919,8.6688e+10
"BO",2018,"proj","financing","net-external-finance","amortizations",,,,-304150217.87154,-2201600000
"BO",2018,"proj","total-expenditure","recurrent-expenditure","other-expense",,,,380187772.339425,2.752e+09
"BO",2018,"proj","total-revenue-and-grants","revenue","other-revenue",,,,2205089079.56867,15961600000
"BO",2018,"proj","financing","net-domestic-finance","banking-system",,,,1520751089.3577,1.1008e+10
"BO",2018,"proj","total-expenditure","recurrent-expenditure","other-expense","other",,,,
"BO",2018,"proj","total-expenditure","recurrent-expenditure",,,,,9580731862.95351,69350400000
"BO",2018,"proj","total-revenue-and-grants","revenue","tax-revenue",,,,9770825749.12323,70726400000
"BO",2018,"proj","total-expenditure","recurrent-expenditure","compensation-of-employees",,,,4182065495.73368,3.0272e+10
"BO",2018,"proj","total-revenue-and-grants","revenue","tax-revenue","direct-taxes",,,1900938861.69713,1.376e+10
"BO",2018,"proj","financing","net-external-finance",,,,,988488208.082505,7155200000
"BO",2018,"proj","financing","net-domestic-finance","other-domestic",,,,0,0
"BO",2018,"proj","financing","net-external-finance","disbursements",,,,1292638425.95405,9356800000
"BO",2018,"proj","total-expenditure",,,,,,14561191680.6,105401600000
"BO",2018,"proj","total-revenue-and-grants","revenue","tax-revenue","indirect-taxes",,,6273098243.60052,4.5408e+10
"BO",2018,"proj","total-revenue-and-grants","revenue","tax-revenue","instituto-para-el-desarrollo-humano-and-royalties",,,1596788643.82559,11558400000
"BO",2019,"proj","total-revenue-and-grants",,,,,,13276635506.6719,94350600000
"BO",2019,"proj","total-expenditure","capital-expenditure",,,,,5260553691.32283,37384200000
"BO",2019,"proj","total-expenditure","recurrent-expenditure","other-expense","nationalization-cost",,,,
"BO",2019,"proj","total-revenue-and-grants","revenue","other-revenue",,,,2463275141.17498,17505300000
"BO",2019,"proj","total-revenue-and-grants","revenue",,,,,13193134654.4287,93757200000
"BO",2019,"proj","total-revenue-and-grants","grants",,,,,83500852.2432196,593400000
"BO",2019,"proj","total-revenue-and-grants","revenue","tax-revenue","other-hydrocarbon-tax",,,,
"BO",2019,"proj","total-expenditure","recurrent-expenditure","other-expense","other",,,,
"BO",2019,"proj","total-expenditure","recurrent-expenditure",,,,,10521107382.6457,74768400000
"BO",2019,"proj","total-revenue-and-grants","revenue","tax-revenue",,,,10729859513.2537,76251900000
"BO",2019,"proj","financing","net-external-finance","disbursements",,,,960259800.797025,6824100000
"BO",2019,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue",,,2004020453.83727,14241600000
"BO",2019,"proj","financing","net-domestic-finance","other-domestic",,,,0,0
"BO",2019,"proj","financing","net-external-finance","amortizations",,,,-334003408.972878,-2373600000
"BO",2019,"proj","financing","net-domestic-finance",,,,,1878769175.47244,13351500000
"BO",2019,"proj","total-revenue-and-grants","revenue","tax-revenue","instituto-para-el-desarrollo-humano-and-royalties",,,1711767470.986,12164700000
"BO",2019,"proj","total-expenditure","recurrent-expenditure","interest","domestic",,,292252982.851268,2076900000
"BO",2019,"proj","total-expenditure","recurrent-expenditure","social-benefits",,,,3256533237.48556,23142600000
"BO",2019,"proj","financing",,,,,,2505025567.29659,1.7802e+10
"BO",2019,"proj","total-expenditure","recurrent-expenditure","purchases-of-goods-and-services",,,,1377764062.01312,9791100000
"BO",2019,"proj","total-expenditure","recurrent-expenditure","interest",,,,542755539.580927,3857100000
"BO",2019,"proj","financing","net-external-finance","other-external",,,,0,0
"BO",2019,"proj","total-expenditure",,,,,,15781661073.9685,112152600000
"BO",2019,"proj","total-expenditure","recurrent-expenditure","compensation-of-employees",,,,4509046021.13386,32043600000
"BO",2019,"proj","total-revenue-and-grants","revenue","tax-revenue","direct-taxes",,,2087521306.08049,1.4835e+10
"BO",2019,"proj","total-revenue-and-grants","revenue","tax-revenue","indirect-taxes",,,6930570736.18723,49252200000
"BO",2019,"proj","financing","net-domestic-finance","banking-system",,,,1878769175.47244,13351500000
"BO",2019,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue-with-grants-and-balance",,,,
"BO",2019,"proj","total-revenue-and-grants","revenue","other-revenue","central-bank-operating-balance",,,125251278.364829,890100000
"BO",2019,"proj","total-expenditure","recurrent-expenditure","interest","foreign",,,250502556.729659,1780200000
"BO",2019,"proj","total-expenditure","recurrent-expenditure","subsidies",,,,375753835.094488,2670300000
"BO",2019,"proj","total-revenue-and-grants","revenue","other-revenue","public-enterprises-operating-balance",,,375753835.094488,2670300000
"BO",2019,"proj","total-expenditure","recurrent-expenditure","other-expense",,,,417504261.216098,2.967e+09
"BO",2019,"proj","financing","net-external-finance",,,,,626256391.824147,4450500000
"BO",2020,"proj","total-revenue-and-grants","revenue","other-revenue",,,,2650955179.21829,18862300000
"BO",2020,"proj","total-revenue-and-grants","revenue","tax-revenue","other-hydrocarbon-tax",,,,
"BO",2020,"proj","financing","net-domestic-finance",,,,,1932052079.76926,13747100000
"BO",2020,"proj","total-revenue-and-grants",,,,,,14288199101.5494,101664600000
"BO",2020,"proj","total-revenue-and-grants","revenue","tax-revenue","direct-taxes",,,2246572185.77821,1.5985e+10
"BO",2020,"proj","total-expenditure","recurrent-expenditure",,,,,11367655260.0377,80884100000
"BO",2020,"proj","financing","net-external-finance","disbursements",,,,898628874.311284,6.394e+09
"BO",2020,"proj","total-expenditure","recurrent-expenditure","compensation-of-employees",,,,4807664477.56537,34207900000
"BO",2020,"proj","total-revenue-and-grants","revenue","tax-revenue","instituto-para-el-desarrollo-humano-and-royalties",,,1887120636.0537,13427400000
"BO",2020,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue",,,2156709298.34708,15345600000
"BO",2020,"proj","total-revenue-and-grants","revenue","tax-revenue",,,,11547381034.9,82162900000
"BO",2020,"proj","financing","net-domestic-finance","banking-system",,,,1932052079.76926,13747100000
"BO",2020,"proj","total-expenditure","recurrent-expenditure","other-expense","nationalization-cost",,,,
"BO",2020,"proj","total-revenue-and-grants","revenue",,,,,14198336214.1183,101025200000
"BO",2020,"proj","total-expenditure","recurrent-expenditure","social-benefits",,,,3504652609.81401,24936600000
"BO",2020,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue-with-grants-and-balance",,,,
"BO",2020,"proj","total-expenditure","recurrent-expenditure","purchases-of-goods-and-services",,,,1482737642.61362,10550100000
"BO",2020,"proj","total-expenditure","recurrent-expenditure","other-expense","other",,,,
"BO",2020,"proj","financing",,,,,,2471229404.35603,17583500000
"BO",2020,"proj","financing","net-domestic-finance","other-domestic",,,,0,0
"BO",2020,"proj","financing","net-external-finance","amortizations",,,,-359451549.724514,-2557600000
"BO",2020,"proj","total-revenue-and-grants","revenue","other-revenue","central-bank-operating-balance",,,134794331.146693,959100000
"BO",2020,"proj","total-expenditure","capital-expenditure",,,,,5391773245.8677,3.8364e+10
"BO",2020,"proj","total-expenditure","recurrent-expenditure","interest","domestic",,,404382993.440078,2877300000
"BO",2020,"proj","total-expenditure","recurrent-expenditure","interest",,,,673971655.733463,4795500000
"BO",2020,"proj","total-revenue-and-grants","revenue","tax-revenue","indirect-taxes",,,7413688213.06809,52750500000
"BO",2020,"proj","financing","net-external-finance",,,,,539177324.58677,3836400000
"BO",2020,"proj","financing","net-external-finance","other-external",,,,0,0
"BO",2020,"proj","total-expenditure",,,,,,16759428505.9054,119248100000
"BO",2020,"proj","total-expenditure","recurrent-expenditure","subsidies",,,,449314437.155642,3.197e+09
"BO",2020,"proj","total-revenue-and-grants","revenue","other-revenue","public-enterprises-operating-balance",,,404382993.440078,2877300000
"BO",2020,"proj","total-expenditure","recurrent-expenditure","interest","foreign",,,269588662.293385,1918200000
"BO",2020,"proj","total-revenue-and-grants","grants",,,,,89862887.4311284,639400000
"BO",2020,"proj","total-expenditure","recurrent-expenditure","other-expense",,,,449314437.155642,3.197e+09
"BO",2021,"proj","financing","net-external-finance","disbursements",,,,870000360.651092,6.237e+09
"BO",2021,"proj","total-revenue-and-grants","revenue","tax-revenue","other-hydrocarbon-tax",,,,
"BO",2021,"proj","total-expenditure","recurrent-expenditure",,,,,12180005049.1153,8.7318e+10
"BO",2021,"proj","financing","net-external-finance","other-external",,,,0,0
"BO",2021,"proj","financing","net-external-finance","amortizations",,,,-435000180.325546,-3118500000
"BO",2021,"proj","financing","net-domestic-finance",,,,,1981667488.14971,14206500000
"BO",2021,"proj","total-expenditure","capital-expenditure",,,,,5558335637.49308,39847500000
"BO",2021,"proj","total-revenue-and-grants","revenue","other-revenue",,,,2900001202.17031,2.079e+10
"BO",2021,"proj","total-revenue-and-grants","revenue",,,,,15176672958.0246,1.08801e+11
"BO",2021,"proj","total-revenue-and-grants","revenue","tax-revenue",,,,12276671755.8543,8.8011e+10
"BO",2021,"proj","total-revenue-and-grants","revenue","tax-revenue","direct-taxes",,,2368334315.10575,16978500000
"BO",2021,"proj","financing",,,,,,2416667668.47525,1.7325e+10
"BO",2021,"proj","total-expenditure","recurrent-expenditure","interest",,,,773333653.912081,5.544e+09
"BO",2021,"proj","total-revenue-and-grants","revenue","tax-revenue","indirect-taxes",,,7975003305.96834,57172500000
"BO",2021,"proj","total-revenue-and-grants","revenue","tax-revenue","instituto-para-el-desarrollo-humano-and-royalties",,,1933334134.7802,1.386e+10
"BO",2021,"proj","total-expenditure","recurrent-expenditure","other-expense",,,,483333533.695051,3.465e+09
"BO",2021,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue",,,2320000961.73624,1.6632e+10
"BO",2021,"proj","total-expenditure","recurrent-expenditure","social-benefits",,,,3721668209.45189,26680500000
"BO",2021,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue-with-grants-and-balance",,,,
"BO",2021,"proj","total-expenditure","recurrent-expenditure","other-expense","nationalization-cost",,,,
"BO",2021,"proj","total-expenditure","recurrent-expenditure","interest","domestic",,,483333533.695051,3.465e+09
"BO",2021,"proj","total-expenditure","recurrent-expenditure","subsidies",,,,483333533.695051,3.465e+09
"BO",2021,"proj","total-expenditure",,,,,,17690007333.2389,1.26819e+11
"BO",2021,"proj","total-expenditure","recurrent-expenditure","purchases-of-goods-and-services",,,,1595000661.19367,11434500000
"BO",2021,"proj","total-expenditure","recurrent-expenditure","other-expense","other",,,,
"BO",2021,"proj","financing","net-domestic-finance","other-domestic",,,,48333353.3695051,346500000
"BO",2021,"proj","financing","net-domestic-finance","banking-system",,,,1933334134.7802,1.386e+10
"BO",2021,"proj","total-revenue-and-grants","revenue","other-revenue","central-bank-operating-balance",,,145000060.108515,1039500000
"BO",2021,"proj","total-revenue-and-grants","grants",,,,,96666706.7390102,6.93e+08
"BO",2021,"proj","total-revenue-and-grants","revenue","other-revenue","public-enterprises-operating-balance",,,435000180.325546,3118500000
"BO",2021,"proj","financing","net-external-finance",,,,,435000180.325546,3118500000
"BO",2021,"proj","total-expenditure","recurrent-expenditure","interest","foreign",,,290000120.217031,2.079e+09
"BO",2021,"proj","total-expenditure","recurrent-expenditure","compensation-of-employees",,,,5075002103.79803,36382500000
"BO",2021,"proj","total-revenue-and-grants",,,,,,15273339664.7636,1.09494e+11
"BO",2022,"proj","total-revenue-and-grants","revenue","tax-revenue","direct-taxes",,,2566654978.80007,18399500000
"BO",2022,"proj","total-expenditure","recurrent-expenditure","social-benefits",,,,3980934252.83276,2.8538e+10
"BO",2022,"proj","financing","net-external-finance","disbursements",,,,995233563.20819,7134500000
"BO",2022,"proj","total-revenue-and-grants","grants",,,,,104761427.706125,7.51e+08
"BO",2022,"proj","financing","net-external-finance","other-external",,,,0,0
"BO",2022,"proj","financing",,,,,,2461893551.09394,17648500000
"BO",2022,"proj","financing","net-external-finance","amortizations",,,,-471426424.677564,-3379500000
"BO",2022,"proj","total-expenditure","capital-expenditure",,,,,5761878523.83689,4.1305e+10
"BO",2022,"proj","total-expenditure","recurrent-expenditure",,,,,13147559177.1187,94250500000
"BO",2022,"proj","total-expenditure","recurrent-expenditure","interest","domestic",,,628568566.236752,4.506e+09
"BO",2022,"proj","total-revenue-and-grants","revenue","other-revenue",,,,3195223545.03682,22905500000
"BO",2022,"proj","total-revenue-and-grants","revenue",,,,,16342782722.1555,1.17156e+11
"BO",2022,"proj","total-revenue-and-grants","revenue","other-revenue","central-bank-operating-balance",,,157142141.559188,1126500000
"BO",2022,"proj","total-revenue-and-grants",,,,,,16447544149.8617,1.17907e+11
"BO",2022,"proj","total-revenue-and-grants","revenue","tax-revenue","other-hydrocarbon-tax",,,,
"BO",2022,"proj","total-expenditure","recurrent-expenditure","interest",,,,890472135.502065,6383500000
"BO",2022,"proj","total-expenditure","recurrent-expenditure","purchases-of-goods-and-services",,,,1728563557.15107,12391500000
"BO",2022,"proj","total-expenditure","recurrent-expenditure","other-expense","other",,,,
"BO",2022,"proj","total-revenue-and-grants","revenue","tax-revenue",,,,13147559177.1187,94250500000
"BO",2022,"proj","financing","net-domestic-finance","other-domestic",,,,104761427.706125,7.51e+08
"BO",2022,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue",,,2514274264.94701,1.8024e+10
"BO",2022,"proj","total-expenditure","recurrent-expenditure","compensation-of-employees",,,,5395213526.86545,38676500000
"BO",2022,"proj","total-expenditure","recurrent-expenditure","other-expense",,,,523807138.530626,3.755e+09
"BO",2022,"proj","financing","net-domestic-finance","banking-system",,,,1833324984.85719,13142500000
"BO",2022,"proj","total-revenue-and-grants","revenue","tax-revenue","instituto-para-el-desarrollo-humano-and-royalties",,,1938086412.56332,13893500000
"BO",2022,"proj","financing","net-domestic-finance",,,,,1938086412.56332,13893500000
"BO",2022,"proj","total-expenditure","recurrent-expenditure","other-expense","nationalization-cost",,,,
"BO",2022,"proj","total-revenue-and-grants","revenue","other-revenue","public-enterprises-operating-balance",,,523807138.530626,3.755e+09
"BO",2022,"proj","total-expenditure","recurrent-expenditure","subsidies",,,,576187852.383689,4130500000
"BO",2022,"proj","total-revenue-and-grants","revenue","other-revenue","nontax-revenue-with-grants-and-balance",,,,
"BO",2022,"proj","financing","net-external-finance",,,,,523807138.530626,3.755e+09
"BO",2022,"proj","total-expenditure","recurrent-expenditure","interest","foreign",,,314284283.118376,2.253e+09
"BO",2022,"proj","total-expenditure",,,,,,18857056987.1025,1.3518e+11
"BO",2022,"proj","total-revenue-and-grants","revenue","tax-revenue","indirect-taxes",,,8642817785.75533,61957500000
"BT",2000,"actual","total-expenditure","recurrent-expenditure",,,,,,
"BT",2000,"actual","financing","net-domestic-finance",,,,,,
"BT",2000,"actual","total-expenditure","recurrent-expenditure","goods-and-services",,,,,
"BT",2000,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,,,
"BT",2000,"actual","total-expenditure","recurrent-expenditure","interest-payments","external",,,,
"BT",2000,"actual","total-expenditure","recurrent-expenditure","other-recurrent",,,,,
"BT",2000,"actual","financing","net-external-finance","amortization","other-amortization",,,,
"BT",2000,"actual","total-revenue-and-grants","revenue","tax-revenue","indirect-tax",,,,
