"di_id","year","budget-type","l1","l2","l3","l4","l5","l6","value","value-ncu"
"AF",2003,"actual","total-revenue-and-grants","revenue","tax-revenue","taxes-on-income-profits-and-capital-gains",,,,
"AF",2003,"actual","total-expenditure","development-expenditure","education",,,,,
"AF",2003,"actual","financing","net-domestic-finance","bank-financing","domestic-debt-sukuk",,,,
"AF",2003,"actual","total-expenditure","recurrent-expenditure","subsidies-and-transfers",,,,,
"AF",2003,"actual","total-expenditure","development-expenditure","security",,,,,
"AF",2003,"actual","financing","net-external-finance",,,,,0,0
"AF",2003,"actual","financing",,,,,,20352659.3207469,8.76e+08
"AF",2003,"actual","total-revenue-and-grants","revenue","tax-revenue",,,,,
"AF",2004,"actual","financing","net-domestic-finance",,,,,4860373.75761999,2.17e+08
"AF",2004,"actual","financing","net-domestic-finance","bank-financing",,,,,
"AF",2004,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","afghanistan-reconstruction-trust-fund",,,183260728.501598,8.182e+09
"AF",2004,"actual","total-revenue-and-grants",,,,,,555717664.978386,2.4811e+10
"AF",2004,"actual","total-revenue-and-grants","revenue","tax-revenue","taxes-on-goods-and-services",,,0,0
"AF",2004,"actual","total-expenditure","development-expenditure","security",,,,,
"AF",2004,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","other-grants",,,0,0
"AF",2004,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,,0,0
"AF",2004,"actual","total-expenditure","development-expenditure","health",,,,,
"AF",2004,"actual","total-revenue-and-grants","revenue","tax-revenue","other-taxes",,,11893356.9829319,5.31e+08
"AF",2004,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","nato-training-missionafghanistan",,,,
"AF",2004,"actual","total-expenditure","development-expenditure","agriculture-and-rural-development",,,,,
"AF",2004,"actual","total-expenditure","development-expenditure","social-protection",,,,,
"AF",2004,"actual","total-expenditure","recurrent-expenditure","subsidies-and-transfers",,,,14603519.3086094,6.52e+08
"AF",2004,"actual","total-expenditure","development-expenditure",,,,,211773428.010585,9.455e+09
"AF",2004,"actual","total-expenditure","development-expenditure","education",,,,,
"AF",2004,"actual","total-revenue-and-grants","grants","grants-to-development-budget",,,,102336625.339013,4.569e+09
"AF",2004,"actual","total-expenditure","development-expenditure","economic-governance-and-private-sector-development",,,,,
"AF",2004,"actual","total-expenditure","development-expenditure","governance-rule-of-law-and-human-rights",,,,,
"AF",2004,"actual","total-revenue-and-grants","grants",,,,,327974437.478477,1.4643e+10
"AF",2004,"actual","total-revenue-and-grants","grants","grants-to-operating-budget",,,,225637812.139465,1.0074e+10
"AF",2004,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","the-law-and-order-trust-fund-forafghanistan",,,42377083.6378665,1.892e+09
"AF",2004,"actual","total-revenue-and-grants","revenue",,,,,227743227.499908,1.0168e+10
"AF",2004,"actual","total-expenditure",,,,,,707912317.895565,3.1606e+10
"AF",2004,"actual","total-expenditure","development-expenditure","other",,,,,
"AF",2004,"actual","financing","net-domestic-finance","bank-financing","government-deposits",,,,
"AF",2004,"actual","financing",,,,,,114274778.393443,5.102e+09
"AF",2004,"actual","financing","net-domestic-finance","bank-financing","claims-on-government",,,,
"AF",2004,"actual","total-expenditure","recurrent-expenditure","capital-expenditures",,,,44997653.8205464,2.009e+09
"AF",2004,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","combined-security-transition-command-afghanistan",,,,
"AF",2004,"actual","total-revenue-and-grants","revenue","tax-revenue","international-trade-taxes",,,120255053.938533,5.369e+09
"AF",2004,"actual","total-expenditure","development-expenditure","infrastructure-and-natural-resources",,,,,
"AF",2004,"actual","financing","net-domestic-finance","bank-financing","domestic-debt-sukuk",,,,
"AF",2004,"actual","total-revenue-and-grants","revenue","tax-revenue",,,,140256499.862748,6.262e+09
"AF",2004,"actual","financing","net-external-finance",,,,,109436802.671573,4.886e+09
"AF",2004,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,,87486727.6371599,3.906e+09
"AF",2004,"actual","total-expenditure","recurrent-expenditure","goods-and-services",,,,104218060.341962,4.653e+09
"AF",2004,"actual","total-expenditure","recurrent-expenditure",,,,,496138889.884979,2.2151e+10
"AF",2004,"actual","total-revenue-and-grants","revenue","tax-revenue","taxes-on-income-profits-and-capital-gains",,,8130486.97703253,3.63e+08
"AF",2004,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,,328355204.086217,1.466e+10
"AF",2004,"actual","total-expenditure","recurrent-expenditure","pensions",,,,3964452.32764396,1.77e+08
"AF",2005,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","afghanistan-reconstruction-trust-fund",,,265534460.729073,1.2319e+10
"AF",2005,"actual","total-expenditure","development-expenditure","governance-rule-of-law-and-human-rights",,,,,
"AF",2005,"actual","total-revenue-and-grants","revenue","tax-revenue","taxes-on-goods-and-services",,,0,0
"AF",2005,"actual","total-revenue-and-grants","revenue","tax-revenue","other-taxes",,,28107552.3005692,1.304e+09
"AF",2005,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","nato-training-missionafghanistan",,,,
"AF",2005,"actual","total-revenue-and-grants","grants","grants-to-operating-budget",,,,322978192.999792,1.4984e+10
"AF",2005,"actual","total-expenditure","development-expenditure",,,,,276635219.498086,1.2834e+10
"AF",2005,"actual","total-expenditure","development-expenditure","security",,,,,
"AF",2005,"actual","financing","net-domestic-finance","bank-financing","claims-on-government",,,,
"AF",2005,"actual","total-expenditure",,,,,,852495163.717416,3.955e+10
"AF",2005,"actual","total-revenue-and-grants","grants",,,,,500805882.017963,2.3234e+10
"AF",2005,"actual","total-revenue-and-grants",,,,,,776708235.888581,3.6034e+10
"AF",2005,"actual","total-expenditure","development-expenditure","social-protection",,,,,
"AF",2005,"actual","total-expenditure","recurrent-expenditure","subsidies-and-transfers",,,,16467921.7466525,7.64e+08
"AF",2005,"actual","total-expenditure","development-expenditure","agriculture-and-rural-development",,,,,
"AF",2005,"actual","total-revenue-and-grants","revenue","tax-revenue","international-trade-taxes",,,156208153.007841,7.247e+09
"AF",2005,"actual","total-revenue-and-grants","grants","grants-to-development-budget",,,,177827689.018172,8.25e+09
"AF",2005,"actual","total-expenditure","development-expenditure","economic-governance-and-private-sector-development",,,,,
"AF",2005,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,,70139551.5230461,3.254e+09
"AF",2005,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,,407430179.129876,1.8902e+10
"AF",2005,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","other-grants",,,1789054.32587979,8.3e+07
"AF",2005,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","the-law-and-order-trust-fund-forafghanistan",,,55676232.8162348,2.583e+09
"AF",2005,"actual","financing",,,,,,68070283.8690164,3.158e+09
"AF",2005,"actual","total-expenditure","recurrent-expenditure","pensions",,,,19162280.6711702,8.89e+08
"AF",2005,"actual","total-expenditure","recurrent-expenditure","capital-expenditures",,,,42657090.492965,1.979e+09
"AF",2005,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","combined-security-transition-command-afghanistan",,,,
"AF",2005,"actual","total-expenditure","recurrent-expenditure","goods-and-services",,,,90142472.1786658,4.182e+09
"AF",2005,"actual","financing","net-domestic-finance",,,,,-249950288.709663,-1.1596e+10
"AF",2005,"actual","financing","net-domestic-finance","bank-financing","government-deposits",,,,
"AF",2005,"actual","total-expenditure","development-expenditure","other",,,,,
"AF",2005,"actual","total-revenue-and-grants","revenue",,,,,275902353.870618,1.28e+10
"AF",2005,"actual","financing","net-external-finance",,,,,318020572.578679,1.4754e+10
"AF",2005,"actual","financing","net-domestic-finance","bank-financing","domestic-debt-sukuk",,,,
"AF",2005,"actual","total-revenue-and-grants","revenue","tax-revenue",,,,205762802.347572,9.546e+09
"AF",2005,"actual","total-revenue-and-grants","revenue","tax-revenue","taxes-on-income-profits-and-capital-gains",,,21447097.0391613,9.95e+08
"AF",2005,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,,0,0
"AF",2005,"actual","financing","net-domestic-finance","bank-financing",,,,,
"AF",2005,"actual","total-expenditure","development-expenditure","health",,,,,
"AF",2005,"actual","total-expenditure","development-expenditure","infrastructure-and-natural-resources",,,,,
"AF",2005,"actual","total-expenditure","development-expenditure","education",,,,,
"AF",2005,"actual","total-expenditure","recurrent-expenditure",,,,,575859944.21933,2.6716e+10
"AF",2006,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","afghanistan-reconstruction-trust-fund",,,275050078.822614,1.26e+10
"AF",2006,"actual","total-expenditure","development-expenditure","security",,,,24012308.4686409,1.1e+09
"AF",2006,"actual","financing","net-domestic-finance","bank-financing","claims-on-government",,,,
"AF",2006,"actual","total-expenditure","development-expenditure","social-protection",,,,0,0
"AF",2006,"actual","total-expenditure","development-expenditure",,,,,460599735.171203,2.11e+10
"AF",2006,"actual","financing","net-domestic-finance","bank-financing","domestic-debt-sukuk",,,,
"AF",2006,"actual","total-revenue-and-grants","revenue","tax-revenue","taxes-on-goods-and-services",,,39292868.4032306,1.8e+09
"AF",2006,"actual","total-revenue-and-grants","grants","grants-to-development-budget",,,,421306866.767972,1.93e+10
"AF",2006,"actual","total-expenditure","development-expenditure","governance-rule-of-law-and-human-rights",,,,13097622.8010769,6e+08
"AF",2006,"actual","total-revenue-and-grants","grants","grants-to-operating-budget",,,,364550501.296639,1.67e+10
"AF",2006,"actual","total-expenditure","development-expenditure","health",,,,21829371.3351281,1e+09
"AF",2006,"actual","total-revenue-and-grants",,,,,,1237725354.70176,5.67e+10
"AF",2006,"actual","financing","net-domestic-finance","bank-financing",,,,,
"AF",2006,"actual","total-revenue-and-grants","revenue",,,,,451867986.637152,2.07e+10
"AF",2006,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","nato-training-missionafghanistan",,,,
"AF",2006,"actual","total-revenue-and-grants","revenue","tax-revenue","international-trade-taxes",,,205196090.550204,9.4e+09
"AF",2006,"actual","financing",,,,,,-69853988.2724099,-3.2e+09
"AF",2006,"actual","total-expenditure","recurrent-expenditure","subsidies-and-transfers",,,,10914685.667564,5e+08
"AF",2006,"actual","total-expenditure","development-expenditure","other",,,,0,0
"AF",2006,"actual","total-revenue-and-grants","grants",,,,,785857368.064612,3.6e+10
"AF",2006,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","the-law-and-order-trust-fund-forafghanistan",,,89500422.4740252,4.1e+09
"AF",2006,"actual","total-expenditure","development-expenditure","economic-governance-and-private-sector-development",,,,21829371.3351281,1e+09
"AF",2006,"actual","financing","net-external-finance",,,,,115695668.076179,5.3e+09
"AF",2006,"actual","total-expenditure",,,,,,1165688429.29584,5.34e+10
"AF",2006,"actual","total-expenditure","recurrent-expenditure","pensions",,,,32744057.0026921,1.5e+09
"AF",2006,"actual","total-expenditure","development-expenditure","agriculture-and-rural-development",,,,222659587.618307,1.02e+10
"AF",2006,"actual","total-expenditure","recurrent-expenditure","goods-and-services",,,,146256787.945358,6.7e+09
"AF",2006,"actual","financing","net-domestic-finance",,,,,-185549656.348589,-8.5e+09
"AF",2006,"actual","financing","net-domestic-finance","bank-financing","government-deposits",,,,
"AF",2006,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","other-grants",,,2182937.13351281,1e+08
"AF",2006,"actual","total-revenue-and-grants","revenue","tax-revenue","other-taxes",,,4365874.26702562,2e+08
"AF",2006,"actual","total-revenue-and-grants","revenue","tax-revenue",,,,305611198.691793,1.4e+10
"AF",2006,"actual","total-expenditure","recurrent-expenditure","capital-expenditures",,,,67671051.1388971,3.1e+09
"AF",2006,"actual","total-revenue-and-grants","revenue","tax-revenue","taxes-on-income-profits-and-capital-gains",,,56756365.4713331,2.6e+09
"AF",2006,"actual","total-expenditure","recurrent-expenditure","wages-and-salaries",,,,445319175.236613,2.04e+10
"AF",2006,"actual","total-revenue-and-grants","revenue","nontax-revenue",,,,144073850.811845,6.6e+09
"AF",2006,"actual","total-expenditure","development-expenditure","education",,,,21829371.3351281,1e+09
"AF",2006,"actual","total-expenditure","development-expenditure","infrastructure-and-natural-resources",,,,135342102.277794,6.2e+09
"AF",2006,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","combined-security-transition-command-afghanistan",,,,
"AF",2006,"actual","total-expenditure","recurrent-expenditure",,,,,705088694.124637,3.23e+10
"AF",2006,"actual","total-expenditure","recurrent-expenditure","interest-payments",,,,2182937.13351281,1e+08
"AF",2007,"actual","total-expenditure","development-expenditure","security",,,,32467350.1565351,1.4e+09
"AF",2007,"actual","total-revenue-and-grants","grants","grants-to-development-budget",,,,384970008.998917,1.66e+10
"AF",2007,"actual","total-revenue-and-grants","revenue","tax-revenue","taxes-on-goods-and-services",,,48701025.2348027,2.1e+09
"AF",2007,"actual","total-revenue-and-grants",,,,,,1498136300.08012,6.46e+10
"AF",2007,"actual","financing","net-domestic-finance",,,,,32467350.1565351,1.4e+09
"AF",2007,"actual","total-revenue-and-grants","grants","grants-to-operating-budget",,,,445266516.432482,1.92e+10
"AF",2007,"actual","total-expenditure","development-expenditure",,,,,749068150.040061,3.23e+10
"AF",2007,"actual","total-expenditure","development-expenditure","infrastructure-and-natural-resources",,,,301482537.167826,1.3e+10
"AF",2007,"actual","financing","net-domestic-finance","bank-financing","claims-on-government",,,,
"AF",2007,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","afghanistan-reconstruction-trust-fund",,,345545369.523124,1.49e+10
"AF",2007,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","nato-training-missionafghanistan",,,,
"AF",2007,"actual","total-expenditure","development-expenditure","economic-governance-and-private-sector-development",,,,25510060.8372776,1.1e+09
"AF",2007,"actual","financing","net-domestic-finance","bank-financing",,,,,
"AF",2007,"actual","total-expenditure","recurrent-expenditure","subsidies-and-transfers",,,,51020121.6745552,2.2e+09
"AF",2007,"actual","total-expenditure","development-expenditure","other",,,,0,0
"AF",2007,"actual","financing",,,,,,173932232.981438,7.5e+09
"AF",2007,"actual","total-expenditure","development-expenditure","health",,,,48701025.2348027,2.1e+09
"AF",2007,"actual","total-revenue-and-grants","revenue","tax-revenue","other-taxes",,,25510060.8372776,1.1e+09
"AF",2007,"actual","total-expenditure","development-expenditure","social-protection",,,,0,0
"AF",2007,"actual","total-revenue-and-grants","revenue","tax-revenue","international-trade-taxes",,,278291572.770301,1.2e+10
"AF",2007,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","the-law-and-order-trust-fund-forafghanistan",,,85806568.2708429,3.7e+09
"AF",2007,"actual","total-expenditure","recurrent-expenditure","goods-and-services",,,,236547836.854756,1.02e+10
"AF",2007,"actual","total-expenditure","development-expenditure","governance-rule-of-law-and-human-rights",,,,18552771.5180201,8e+08
"AF",2007,"actual","total-expenditure","recurrent-expenditure","pensions",,,,57977410.9938128,2.5e+09
"AF",2007,"actual","financing","net-domestic-finance","bank-financing","domestic-debt-sukuk",,,,
"AF",2007,"actual","total-revenue-and-grants","grants","grants-to-operating-budget","combined-security-transition-command-afghanistan",,,,
"AF",2007,"actual","total-revenue-and-grants","revenue",,,,,667899774.648723,2.88e+10
"AF",2007,"actual","total-expenditure","development-expenditure","agriculture-and-rural-development",,,,278291572.770301,1.2e+10
