"di_id","year","value.ncu","budget.type","gdp.current.ncu","value"
"AF","2021",2.456e+11,"proj",5.77058e+11,42.5607131345549
"AF","2022",2.929e+11,"proj",6.02932e+11,48.5792759382484
"AF","2023",3.509e+11,"proj",6.32983e+11,55.4359279791084
"AG","2000",3.26e+08,"actual",2.419e+09,13.4766432410087
"AG","2001",358300000,"actual",2.298e+09,15.59181897302
"AG","2002",396500000,"actual",2.322e+09,17.0757967269595
"AG","2003",427100000,"actual",2.463e+09,17.3406414941129
"AG","2004",472100000,"actual",2.604e+09,18.1298003072197
"AG","2005",5.11e+08,"actual",2.771e+09,18.440996030314
"AG","2006",6.08e+08,"actual",3.124e+09,19.4622279129321
"AG","2007",7.36e+08,"actual",3.413e+09,21.5646059185467
"AG","2008",7.47e+08,"actual",3.412e+09,21.8933177022274
"AG","2009",6.09e+08,"actual",2.999e+09,20.3067689229743
"AG","2010",6.44e+08,"actual",2.783e+09,23.1404958677686
"AG","2011",6e+08,"actual",2.725e+09,22.0183486238532
"AG","2012",6.69e+08,"actual",2.82e+09,23.7234042553191
"AG","2013",6.04e+08,"actual",2.818e+09,21.4336408800568
"AG","2014",6.8e+08,"actual",2.962e+09,22.9574611748818
"AG","2015",8.7e+08,"actual",3.082e+09,28.2284231018819
"AG","2016",9.51e+08,"actual",3.247e+09,29.2885740683708
"AG","2017",8.17e+08,"proj",3.336e+09,24.4904076738609
"AG","2018",,"proj",3.453e+09,
"AG","2019",,"proj",3.556e+09,
"AG","2020",,"proj",3.645e+09,
"AL","2000",1.20588e+11,"actual",3.9133e+11,30.8149132445762
"AL","2001",1.35481e+11,"actual",4.23784e+11,31.9693523115549
"AL","2002",1.503e+11,"actual",4.43009e+11,33.9270759736258
"AL","2003",1.64e+11,"actual",4.67501e+11,35.0801388660131
"AL","2004",1.816e+11,"actual",4.93283e+11,36.8145668916221
"AL","2005",1.976e+11,"actual",5.20544e+11,37.9602876990226
"AL","2006",2.216e+11,"actual",5.5127e+11,40.1980880512272
"AL","2007",2.468e+11,"actual",5.84254e+11,42.2419016386709
"AL","2008",2.867e+11,"actual",6.28073e+11,45.6475600766153
"AL","2009",2.939e+11,"actual",6.49141e+11,45.2752175567404
"AL","2010",3.161e+11,"actual",6.73204e+11,46.9545635498304
"AL","2011",3.267e+11,"actual",6.9034e+11,47.3245067647826
"AL","2012",3.249e+11,"actual",7.00123e+11,46.4061314940375
"AL","2013",3.181e+11,"actual",7.07138e+11,44.9841473658607
"AL","2014",3.565e+11,"actual",7.19687e+11,49.5354230380707
"AL","2015",3.663e+11,"actual",7.35736e+11,49.7868800765492
"AL","2016",3.885e+11,"actual",7.60503e+11,51.0846111060706
"AL","2017",4.271e+11,"proj",7.90421e+11,54.0344955409839
"AL","2018",4.488e+11,"proj",8.19776e+11,54.7466625029276
"AL","2019",4.749e+11,"proj",8.50693e+11,55.8250743805345
"AL","2020",5.052e+11,"proj",8.83699e+11,57.168787109638
"AL","2021",5.356e+11,"proj",9.18157e+11,58.3342500247779
"AL","2022",5.655e+11,"proj",9.54424e+11,59.2503960503927
"AM","2000",,"actual",1.241239e+12,
"AM","2001",1.82e+11,"actual",1.35876e+12,13.3945656333716
"AM","2002",2.093e+11,"actual",1.559952e+12,13.417079499882
"AM","2003",2.365e+11,"actual",1.779159e+12,13.2927973272765
"AM","2004",2.838e+11,"actual",1.965485e+12,14.4391842217061
"AM","2005",3.421e+11,"actual",2.242881e+12,15.2527039999001
"AM","2006",4.651e+11,"actual",2.538896e+12,18.3189858899301
"AM","2007",6.09e+11,"actual",2.887974e+12,21.0874474631697
"AM","2008",7.156e+11,"actual",3.088621e+12,23.1689158365497
"AM","2009",6.344e+11,"actual",2.651584e+12,23.9253216190775
"AM","2010",7.06e+11,"actual",2.709916e+12,26.0524680469801
"AM","2011",7.766e+11,"actual",2.837273e+12,27.371352703811
"AM","2012",8.758e+11,"actual",3.039694e+12,28.812110692721
"AM","2013",1.0007e+12,"actual",3.140004e+12,31.8693861536482
"AM","2014",1.0501e+12,"actual",3.253218e+12,32.2788082446365
"AM","2015",1.0562e+12,"actual",3.359076e+12,31.4431706814612
"AM","2016",1.0569e+12,"actual",3.367848e+12,31.382057622553
"AM","2017",1.1719e+12,"proj",3.619699e+12,32.3756201827832
"AM","2018",1.2521e+12,"proj",3.742768e+12,33.4538501985696
"AM","2019",1.3908e+12,"proj",3.873765e+12,35.9030555544799
"AM","2020",,"proj",4.009347e+12,
"AO","2000",,"actual",4.59289e+11,
"AO","2001",,"actual",4.78607e+11,
"AO","2002",,"actual",5.44012e+11,
"AO","2003",,"actual",5.68787e+11,
"AO","2004",,"actual",6.27021e+11,
"AO","2005",,"actual",7.58112e+11,
"AO","2006",1.6849e+12,"actual",9.02071e+11,186.781306571212
"AO","2007",2.1224e+12,"actual",1.111257e+12,190.990922891824
"AO","2008",3.215e+12,"actual",1.264801e+12,254.19018485912
"AO","2009",2.067e+12,"actual",1.295319e+12,159.574591278287
"AO","2010",3.293e+12,"actual",1.340045e+12,245.738016260648
"AO","2011",4.774e+12,"actual",1.391949e+12,342.972335911732
"AO","2012",5.053e+12,"actual",1.464019e+12,345.145793872894
"AO","2013",4.847e+12,"actual",1.564198e+12,309.87125670791
"AO","2014",4.401e+12,"actual",1.637777e+12,268.717902376209
"AO","2015",3.366e+12,"actual",1.686906e+12,199.536903656754
"AO","2016",2.899e+12,"actual",1.673183e+12,173.262577972643
"AO","2017",3.267e+12,"proj",1.685259e+12,193.857442683884
"AO","2018",5.284e+12,"proj",1.721696e+12,306.906678066279
"AO","2019",6.227e+12,"proj",1.763228e+12,353.159092301166
"AO","2020",,"proj",1.82742e+12,
"AR","2011",7.007e+11,"actual",7.10782e+11,98.5815622792924
"AR","2012",8.917e+11,"actual",7.03486e+11,126.754476990303
"AR","2013",1.1501e+12,"actual",7.20407e+11,159.645866850267
"AR","2014",1.5844e+12,"actual",7.02306e+11,225.599667381455
"AR","2015",2.1066e+12,"actual",7.21487e+11,291.98031288159
"AR","2016",2.8716e+12,"actual",7.08338e+11,405.399682072683
"AR","2017",3.6698e+12,"actual",7.28624e+11,503.661696567777
"AR","2018",4.6337e+12,"proj",7.42847e+11,623.775824631452
"AR","2019",5.718e+12,"proj",7.66747e+11,745.747945541358
"AT","1981",,"actual",1.60435e+11,
"AT","1982",,"actual",1.63495e+11,
"AT","1983",,"actual",1.6808e+11,
"AT","1984",,"actual",1.68638e+11,
"AT","1985",,"actual",1.72421e+11,
"AT","1986",,"actual",1.76457e+11,
"AT","1987",,"actual",1.79422e+11,
"AT","1988",5.2892e+10,"actual",1.81146e+11,29.1985470283639
"AT","1989",5.5351e+10,"actual",1.88187e+11,29.4127649625107
"AT","1990",6.0511e+10,"actual",1.96365e+11,30.815573040002
"AT","1991",6.583e+10,"actual",2.03123e+11,32.4089344879703
"AT","1992",7.2999e+10,"actual",2.07376e+11,35.201276907646
"AT","1993",7.9593e+10,"actual",2.08468e+11,38.1799604735499
"AT","1994",8.2782e+10,"actual",2.13476e+11,38.7781296258127
"AT","1995",8.7725e+10,"actual",2.19171e+11,40.0258245844569
"AT","1996",9.3592e+10,"actual",2.24428e+11,41.7024613684567
"AT","1997",9.4181e+10,"actual",2.29126e+11,41.1044578092403
"AT","1998",1.00893e+11,"actual",2.37332e+11,42.511334333339
"AT","1999",9.721e+10,"actual",2.45773e+11,39.5527580328189
"AT","2000",1.03793e+11,"actual",2.54069e+11,40.8522881579413
"AT","2001",1.11803e+11,"actual",2.57289e+11,43.4542479468613
"AT","2002",1.14651e+11,"actual",2.61538e+11,43.8372244186313
"AT","2003",1.12556e+11,"actual",2.64e+11,42.6348484848485
"AT","2004",1.18424e+11,"actual",2.71221e+11,43.6632856600337
"AT","2005",1.23515e+11,"actual",2.77307e+11,44.5408878968075
"AT","2006",1.28059e+11,"actual",2.86886e+11,44.6375912383316
"AT","2007",1.3591e+11,"actual",2.97579e+11,45.6719056116191
"AT","2008",1.42033e+11,"actual",3.01925e+11,47.0424774364494
"AT","2009",1.40523e+11,"actual",2.90559e+11,48.3629830774473
"AT","2010",1.43161e+11,"actual",2.95897e+11,48.3820383444239
"AT","2011",1.49838e+11,"actual",3.04545e+11,49.2006107471802
"AT","2012",1.56128e+11,"actual",3.06617e+11,50.919551101211
"AT","2013",1.60848e+11,"actual",3.06696e+11,52.4454182643399
"AT","2014",1.65233e+11,"actual",3.09237e+11,53.4324805893215
"AT","2015",1.71943e+11,"actual",3.12614e+11,55.0016953815248
"AT","2016",1.73077e+11,"actual",3.17149e+11,54.5727717886545
"AT","2017",1.80276e+11,"proj",3.26352e+11,55.2397411384027
"AT","2018",1.88294e+11,"proj",3.34968e+11,56.2125337345657
"AT","2019",1.96261e+11,"proj",3.415e+11,57.4702781844802
"AT","2020",2.03121e+11,"proj",3.46623e+11,58.5999774971655
"AT","2021",2.10482e+11,"proj",3.51822e+11,59.8262757871878
"AT","2022",2.17701e+11,"proj",3.57099e+11,60.9637663505078
"AT","2023",2.25381e+11,"proj",3.62456e+11,62.1816165272474
"AU","1981",,"actual",5.68555e+11,
"AU","1982",,"actual",5.68912e+11,
"AU","1983",,"actual",5.66218e+11,
"AU","1984",,"actual",6.0215e+11,
"AU","1985",,"actual",6.35006e+11,
"AU","1986",,"actual",6.50551e+11,
"AU","1987",,"actual",6.82381e+11,
"AU","1988",1.07705e+11,"actual",7.11404e+11,15.1397799281421
"AU","1989",1.18812e+11,"actual",7.44291e+11,15.9631112024732
"AU","1990",1.25491e+11,"actual",7.55499e+11,16.6103462744491
"AU","1991",1.26061e+11,"actual",7.47917e+11,16.8549451342863
"AU","1992",1.26775e+11,"actual",7.6738e+11,16.5204983189554
"AU","1993",1.33699e+11,"actual",7.97288e+11,16.7692226648338
"AU","1994",1.44647e+11,"actual",8.36223e+11,17.2976586389037
"AU","1995",1.5893e+11,"actual",8.60096e+11,18.4781698787112
"AU","1996",1.74048e+11,"actual",8.95804e+11,19.42925014847
"AU","1997",1.85241e+11,"actual",9.36483e+11,19.7804978841047
"AU","1998",2.08486e+11,"actual",9.8082e+11,21.2562957525336
"AU","1999",2.35466e+11,"actual",1.023721e+12,23.0009934347347
"AU","2000",2.50661e+11,"actual",1.055304e+12,23.7524921728715
"AU","2001",2.59965e+11,"actual",1.082469e+12,24.0159302483489
"AU","2002",2.74664e+11,"actual",1.127792e+12,24.3541362237008
"AU","2003",2.98528e+11,"actual",1.157861e+12,25.7827148509191
"AU","2004",3.23386e+11,"actual",1.206382e+12,26.8062686611703
"AU","2005",3.49845e+11,"actual",1.241914e+12,28.1698249637253
"AU","2006",3.77594e+11,"actual",1.276641e+12,29.5771481567645
"AU","2007",4.05376e+11,"actual",1.33168e+12,30.4409467739998
"AU","2008",4.19753e+11,"actual",1.367542e+12,30.6939750296517
"AU","2009",4.20358e+11,"actual",1.392794e+12,30.1809169195157
"AU","2010",4.34725e+11,"actual",1.4259e+12,30.4877621151553
"AU","2011",4.67331e+11,"actual",1.465087e+12,31.8978326884342
"AU","2012",5.01951e+11,"actual",1.522148e+12,32.9764911165012
"AU","2013",5.29089e+11,"actual",1.555063e+12,34.0236376275431
"AU","2014",5.48298e+11,"actual",1.595741e+12,34.3600872572679
"AU","2015",5.6714e+11,"actual",1.635193e+12,34.6833676514026
"AU","2016",5.91578e+11,"actual",1.678449e+12,35.2455153537581
"AU","2017",6.27324e+11,"proj",1.716576e+12,36.5450757787596
"AU","2018",6.64542e+11,"proj",1.767392e+12,37.6001475620575
"AU","2019",6.99561e+11,"proj",1.821905e+12,38.3972270782505
"AU","2020",7.38716e+11,"proj",1.874558e+12,39.4074763224184
"AU","2021",7.77039e+11,"proj",1.924239e+12,40.3816261909253
"AU","2022",8.16677e+11,"proj",1.974396e+12,41.3633840425122
"AU","2023",8.60155e+11,"proj",2.025443e+12,42.4674997025342
"AZ","2000",,"actual",6.974e+09,
"AZ","2001",,"actual",7.427e+09,
"AZ","2002",,"actual",8.128e+09,
"AZ","2003",1.906e+09,"actual",8.957e+09,21.2794462431618
"AZ","2004",2.287e+09,"actual",9.786e+09,23.370120580421
"AZ","2005",3.131e+09,"actual",1.2523e+10,25.0019963267588
"AZ","2006",5.247e+09,"actual",1.6839e+10,31.1598075895243
"AZ","2007",8.006e+09,"actual",2.1127e+10,37.8946371941118
"AZ","2008",1.9427e+10,"actual",2.3364e+10,83.1492895052217
"AZ","2009",1.4368e+10,"actual",2.5553e+10,56.2282315188041
"AZ","2010",1.9382e+10,"actual",2.6734e+10,72.4994389167352
"AZ","2011",2.3286e+10,"actual",2.6303e+10,88.5298254951907
"AZ","2012",2.1832e+10,"actual",2.6855e+10,81.2958480729845
"AZ","2013",2.2783e+10,"actual",2.843e+10,80.1371790362293
"AZ","2014",2.2951e+10,"actual",2.9186e+10,78.6370177482355
"AZ","2015",1.8142e+10,"actual",2.9375e+10,61.76
"AZ","2016",1.9134e+10,"proj",2.8464e+10,67.2217537942664
"AZ","2017",2.225e+10,"proj",2.8484e+10,78.1140289285213
"BA","2000",4.45e+09,"actual",1.7334e+10,25.6720895350179
"BA","2001",4655900000,"actual",1.7743e+10,26.240771008285
"BA","2002",5039400000,"actual",1.864e+10,27.0354077253219
"BA","2003",6492980000,"actual",1.9359e+10,33.5398522650963
"BA","2004",6575178000,"actual",2.057e+10,31.964890617404
"BA","2005",7326348000,"actual",2.1442e+10,34.1682119205298
"BA","2006",8741700000,"actual",2.2662e+10,38.5742652899126
"BA","2007",9940784000,"actual",2.4017e+10,41.3906149810551
"BA","2008",1.0627e+10,"actual",2.536e+10,41.9045741324921
"BA","2009",10305300000,"actual",2.5154e+10,40.9688319949113
"BA","2010",10946760000,"actual",2.5346e+10,43.1893000867987
"BA","2011",11288136000,"actual",2.5577e+10,44.1339328302772
"BA","2012",11342300000,"actual",2.5396e+10,44.6617577571271
"BA","2013",11329900000,"actual",2.5993e+10,43.5882737660139
"BA","2014",11579600000,"actual",2.6292e+10,44.0422942339875
"BA","2015",12119700000,"actual",2.71e+10,44.7221402214022
"BA","2016",12531500000,"actual",2.7971e+10,44.801758964642
"BA","2017",13404300000,"proj",2.8727e+10,46.66098095868
"BA","2018",14179700000,"proj",2.9646e+10,47.8300613910814
"BA","2019",15167200000,"proj",3.0683e+10,49.4319329922107
"BA","2020",16208200000,"proj",3.1819e+10,50.9387472893554
"BB","1981",,"actual",7.91e+08,
"BB","1982",,"actual",7.53e+08,
"BB","1983",,"actual",7.56e+08,
"BB","1984",,"actual",7.84e+08,
"BB","1985",,"actual",7.92e+08,
"BB","1986",,"actual",8.33e+08,
"BB","1987",,"actual",8.54e+08,
"BB","1988",,"actual",8.84e+08,
"BB","1989",,"actual",9.16e+08,
"BB","1990",,"actual",8.86e+08,
"BB","1991",,"actual",8.51e+08,
"BB","1992",,"actual",8.03e+08,
"BB","1993",,"actual",8.09e+08,
"BB","1994",1.238e+09,"actual",8.25e+08,150.060606060606
"BB","1995",1.354e+09,"actual",8.42e+08,160.807600950119
"BB","1996",1.42e+09,"actual",8.76e+08,162.100456621005
"BB","1997",1.67e+09,"actual",9.17e+08,182.115594329335
"BB","1998",1.786e+09,"actual",9.51e+08,187.802313354364
"BB","1999",1.894e+09,"actual",9.54e+08,198.53249475891
"BB","2000",1.996e+09,"actual",9.97e+08,200.200601805416
"BB","2001",2.029e+09,"actual",9.73e+08,208.530318602261
"BB","2002",2.128e+09,"actual",9.81e+08,216.921508664628
"BB","2003",2.352e+09,"actual",1.002e+09,234.730538922156
"BB","2004",2.436e+09,"actual",1.016e+09,239.763779527559
"BB","2005",2.732e+09,"actual",1.057e+09,258.467360454115
"BB","2006",2.832e+09,"actual",1.117e+09,253.536257833483
"BB","2007",3.211e+09,"actual",1.136e+09,282.658450704225
"BB","2008",3.12e+09,"actual",1.141e+09,273.444347063979
"BB","2009",2.842e+09,"actual",1.095e+09,259.543378995434
"BB","2010",2.826e+09,"actual",1.098e+09,257.377049180328
"BB","2011",3.129e+09,"actual",1.106e+09,282.911392405063
"BB","2012",3.035e+09,"actual",1.109e+09,273.669972948602
"BB","2013",2.916e+09,"actual",1.102e+09,264.609800362976
"BB","2014",2.943e+09,"actual",1.103e+09,266.817769718948
"BB","2015",3.005e+09,"actual",1.114e+09,269.748653500898
"BB","2016",3.299e+09,"actual",1.132e+09,291.43109540636
"BB","2017",3.527e+09,"actual",1.142e+09,308.844133099825
"BB","2018",3.781e+09,"proj",1.148e+09,329.355400696864
"BB","2019",3.916e+09,"proj",1.157e+09,338.461538461538
"BB","2020",4.053e+09,"proj",1.169e+09,346.706586826347
"BB","2021",4.192e+09,"proj",1.18e+09,355.254237288136
"BB","2022",4.337e+09,"proj",1.191e+09,364.147774979009
"BB","2023",4.487e+09,"proj",1.203e+09,372.984206151288
"BD","2000",,"actual",3.563764e+12,
"BD","2001",,"actual",3.736023e+12,
"BD","2002",2.768e+11,"actual",3.917025e+12,7.06658752497112
"BD","2003",3.098e+11,"actual",4.143282e+12,7.47716423839845
"BD","2004",3.39e+11,"actual",4.396363e+12,7.71091923028194
"BD","2005",3.892e+11,"actual",4.673429e+12,8.32793223134448
"BD","2006",4.43e+11,"actual",4.9936e+12,8.87135533482858
"BD","2007",4.84e+11,"actual",5.319103e+12,9.09927858136983
"BD","2008",5.91e+11,"actual",5.612469e+12,10.5301249770823
"BD","2009",6.46e+11,"actual",5.910768e+12,10.9292058155556
"BD","2010",7.57e+11,"actual",6.267199e+12,12.0787611818294
"BD","2011",9.28e+11,"actual",6.674178e+12,13.904333986897
"BD","2012",1.138e+12,"actual",7.091949e+12,16.0463646876197
"BD","2013",1.288e+12,"actual",7.520163e+12,17.1272883313832
"BD","2014",1.403e+12,"actual",7.994993e+12,17.5484831568958
"BD","2015",1.46e+12,"actual",8.542007e+12,17.0920019147725
"BD","2016",1.729e+12,"actual",9.157182e+12,18.88135454772
"BD","2017",2.009e+12,"actual",9.810739e+12,20.4775603550354
"BD","2018",2.355e+12,"proj",1.0497491e+13,22.4339320700537
"BD","2019",,"proj",1.1232315e+13,
"BD","2020",,"proj",1.2018577e+13,
"BE","1981",4.4977e+10,"actual",2.17832e+11,20.6475632597598
"BE","1982",4.996e+10,"actual",2.19128e+11,22.7994596765361
"BE","1983",5.3359e+10,"actual",2.19811e+11,24.2749452939116
"BE","1984",5.8346e+10,"actual",2.25233e+11,25.9047297687284
"BE","1985",6.2155e+10,"actual",2.28953e+11,27.1474931536167
"BE","1986",6.413e+10,"actual",2.33127e+11,27.5086111861775
"BE","1987",6.7065e+10,"actual",2.38504e+11,28.119025257438
"BE","1988",6.9806e+10,"actual",2.49769e+11,27.948224159123
"BE","1989",7.27e+10,"actual",2.58434e+11,28.1309734787218
"BE","1990",7.8437e+10,"actual",2.66542e+11,29.4276324181555
"BE","1991",8.3174e+10,"actual",2.71428e+11,30.6431171434045
"BE","1992",8.6499e+10,"actual",2.75583e+11,31.3876400213366
"BE","1993",9.2571e+10,"actual",2.72932e+11,33.9172394589128
"BE","1994",9.7606e+10,"actual",2.81739e+11,34.6441209772165
"BE","1995",1.0145e+11,"actual",2.88458e+11,35.1697647491143
"BE","1996",1.05239e+11,"actual",2.93054e+11,35.9111290069407
"BE","1997",1.10977e+11,"actual",3.03927e+11,36.5143603562698
"BE","1998",1.16335e+11,"actual",3.09931e+11,37.5357740916527
"BE","1999",1.20935e+11,"actual",3.20975e+11,37.6773892047667
"BE","2000",1.26478e+11,"actual",3.32639e+11,38.0226010780456
"BE","2001",1.31193e+11,"actual",3.35337e+11,39.1227332504317
"BE","2002",1.363e+11,"actual",3.41308e+11,39.9346045214293
"BE","2003",1.38361e+11,"actual",3.4395e+11,40.2270678877744
"BE","2004",1.45695e+11,"actual",3.56453e+11,40.8735513517911
"BE","2005",1.52221e+11,"actual",3.63919e+11,41.8282639818201
"BE","2006",1.58999e+11,"actual",3.73038e+11,42.6227354853929
"BE","2007",1.66558e+11,"actual",3.85905e+11,43.1603633018489
"BE","2008",1.74132e+11,"actual",3.88927e+11,44.7724123035943
"BE","2009",1.70102e+11,"actual",3.80163e+11,44.7444911787838
"BE","2010",1.80156e+11,"actual",3.90595e+11,46.1234782831321
"BE","2011",1.90792e+11,"actual",3.97621e+11,47.9833811594458
"BE","2012",2.00101e+11,"actual",3.98554e+11,50.2067473918214
"BE","2013",2.06752e+11,"actual",3.99353e+11,51.771740790729
"BE","2014",2.08747e+11,"actual",4.0475e+11,51.5743051266214
"BE","2015",2.10714e+11,"actual",4.10436e+11,51.3390638248107
"BE","2016",2.14569e+11,"actual",4.16452e+11,51.5231047035433
"BE","2017",2.23844e+11,"proj",4.2356e+11,52.8482387383133
"BE","2018",2.28742e+11,"proj",4.31553e+11,53.0043818488112
"BE","2019",2.3462e+11,"proj",4.38829e+11,53.4650171251216
"BE","2020",2.41044e+11,"proj",4.45241e+11,54.1378713999834
"BE","2021",2.48674e+11,"proj",4.51896e+11,55.0290332288845
"BE","2022",2.56491e+11,"proj",4.58609e+11,55.9280345566703
"BE","2023",2.64849e+11,"proj",4.65497e+11,56.8959628096422
"BF","2000",,"actual",1.8899e+12,
"BF","2001",2.281e+11,"actual",2.0148e+12,11.3212229501688
"BF","2002",2.595e+11,"actual",2.1025e+12,12.3424494649227
"BF","2003",3.01e+11,"actual",2.2667e+12,13.2792164821106
"BF","2004",3.445e+11,"actual",2.3682e+12,14.5469132674605
"BF","2005",3.651e+11,"actual",2.5734e+12,14.187456283516
"BF","2006",3.924e+11,"actual",2.7343e+12,14.351022199466
"BF","2007",4.402e+11,"actual",2.846631e+12,15.463893985557
"BF","2008",4.839e+11,"actual",3.011736e+12,16.0671453274789
"BF","2009",5.39e+11,"actual",3.100942e+12,17.381814945265
"BF","2010",6.813e+11,"actual",3.362856e+12,20.2595650839643
"BF","2011",7.936e+11,"actual",3.58571e+12,22.1322973692797
"BF","2012",9.99e+11,"actual",3.817084e+12,26.1718107330098
"BF","2013",1.1174e+12,"actual",4.038197e+12,27.670764947822
"BF","2014",1.0647e+12,"actual",4.21291e+12,25.2723177091369
"BF","2015",1.048e+12,"actual",4.376989e+12,23.9434003603847
"BF","2016",1.23e+12,"actual",4.635888e+12,26.5321336494756
"BF","2017",1.389e+12,"actual",4.933709e+12,28.1532615725816
"BF","2018",1.553e+12,"proj",5.230903e+12,29.6889466312031
"BF","2019",1.73e+12,"proj",5.546527e+12,31.1906892367061
"BF","2020",1.916e+12,"proj",5.878251e+12,32.5947292825706
"BF","2021",2.091e+12,"proj",6.233568e+12,33.5441917052962
"BG","1981",,"actual",6.0304e+10,
"BG","1982",,"actual",6.2837e+10,
"BG","1983",,"actual",6.4722e+10,
"BG","1984",,"actual",6.7699e+10,
"BG","1985",,"actual",6.8918e+10,
"BG","1986",,"actual",7.257e+10,
"BG","1987",,"actual",7.5981e+10,
"BG","1988",,"actual",7.7805e+10,
"BG","1989",,"actual",7.7416e+10,
"BG","1990",,"actual",7.0371e+10,
"BG","1991",,"actual",6.2802e+10,
"BG","1992",,"actual",5.7511e+10,
"BG","1993",,"actual",5.0825e+10,
"BG","1994",,"actual",4.8962e+10,
"BG","1995",,"actual",4.8178e+10,
"BG","1996",,"actual",4.4303e+10,
"BG","1997",,"actual",4.3574e+10,
"BG","1998",8.385e+09,"actual",4.5692e+10,18.3511336776679
"BG","1999",9.092e+09,"actual",4.5467e+10,19.9969208436888
"BG","2000",1.0273e+10,"actual",4.7743e+10,21.5172904928471
"BG","2001",1.1123e+10,"actual",4.9543e+10,22.4512040046021
"BG","2002",1.174e+10,"actual",5.2484e+10,22.3687218961969
"BG","2003",1.3104e+10,"actual",5.519e+10,23.7434317811198
"BG","2004",1.4916e+10,"actual",5.8742e+10,25.392393857887
"BG","2005",1.703e+10,"actual",6.2927e+10,27.0631048675449
"BG","2006",1.915e+10,"actual",6.7252e+10,28.4749895913876
"BG","2007",2.2985e+10,"actual",7.2192e+10,31.8387078900709
"BG","2008",2.6359e+10,"actual",7.6539e+10,34.4386521903866
"BG","2009",2.4088e+10,"actual",7.3794e+10,32.6422202347074
"BG","2010",2.3054e+10,"actual",7.4771e+10,30.8328095117091
"BG","2011",2.4435e+10,"actual",7.6203e+10,32.0656667060352
"BG","2012",2.6516e+10,"actual",7.6227e+10,34.7855746651449
"BG","2013",2.7735e+10,"actual",7.6884e+10,36.0738255033557
"BG","2014",2.8145e+10,"actual",7.7906e+10,36.1268708443509
"BG","2015",3.0964e+10,"actual",8.0724e+10,38.3578613547396
"BG","2016",3.2671e+10,"actual",8.3905e+10,38.9380847386926
"BG","2017",3.3573e+10,"proj",8.6893e+10,38.6371744559401
"BG","2018",3.6461e+10,"proj",9.0195e+10,40.4246355119463
"BG","2019",3.8359e+10,"proj",9.2991e+10,41.2502285167382
"BG","2020",4.0251e+10,"proj",9.5595e+10,42.1057586693865
"BG","2021",4.2335e+10,"proj",9.8272e+10,43.0794122435689
"BG","2022",4.4509e+10,"proj",1.01024e+11,44.0578476401647
"BG","2023",4.6669e+10,"proj",1.03852e+11,44.937988676193
"BH","1981",,"actual",2.849e+09,
"BH","1982",,"actual",3.031e+09,
"BH","1983",,"actual",3.243e+09,
"BH","1984",,"actual",3.379e+09,
"BH","1985",,"actual",3.348e+09,
"BH","1986",,"actual",3.364e+09,
"BH","1987",,"actual",3.323e+09,
"BH","1988",,"actual",3.52e+09,
"BH","1989",,"actual",3.556e+09,
"BH","1990",4.98e+08,"actual",3.681e+09,13.5289323553382
